family,page,version,note
skills,Online:Inferno,2.3.5,"* This ability and its morphs are no longer toggle abilities; instead, they will grant their Critical Strike rating benefit as long as they are slotted. * The ability can be activated to summon an aura of flames for 15 seconds, which launches a fireball at an enemy every 5 seconds. * The fireball has been changed to deal direct damage instead of damage over time. * Increased the damage from the fireball by 15%. * Note: The Flames of Oblivion morph will continue to grant the Weapon Critical Strike rating while slotted as a morph effect. * Sea of Flames: This morph has been renamed to Cauterize, and will now summon an Aura of Cauterizing Flames, launching a fireball at an ally to heal them instead of an enemy to damage them."
skills,Online:Inferno,2.7.5,* Fixed an issue where this ability and its morphs would display an incorrect Spell Critical Strike Chance percentage on your character UI after swapping weapons.
skills,Online:Inferno,2.7.8,* Magelight: Fixed an issue where this ability and the Inferno morphs were stacking with each other. You will now only gain 10% increased Spell Critical if both abilities are slotted on your bar.
skills,Online:Inferno,3.0.5,* Reduced the cost of this ability and its morphs by approximately 33%.
skills,Online:Inferno,3.0.7,* Flames of Oblivion: Fixed an issue where the Major Savagery buff granted by this morph was stacking with other sources of Major Savagery.
skills,Online:Inferno,3.2.5,"* Cauterize: Increased the speed of the projectile from this morph by approximately 50%, and the projectile can now target the casting Dragonknight. **Developer's Comments:We wanted to make this ability more universally useful in both group and solo play. Additionally, we sped up the projectile to minimize situations where allies would die before the life-saving heal arrived."
skills,Online:Inferno,4.0.5,* Increased the range of the heal from this morph to 28 meters from 15 meters.
skills,Online:Inferno,5.0.5,"* This ability and its morphs now operate like the Flames of Oblivion morph, where they will scale with your highest offensive stats. Also increased the power of these abilities by 5%. ** Flames of Oblivion (morph): This morph no longer exclusively adds the dynamic scaling mechanism. Instead, the morph retains the gaining of Major Savagery, and hits 1 additional enemy."
skills,Online:Inferno,7.2.5,"* This ability and the Cauterize morph now grant both Major Prophecy and Savagery, rather than only Prophecy. ** Flames of Oblivion (morph): This morph now launces 3 fire balls, up from 2, since it ""lost"" part of its unique morph function."
skills,Online:Inferno,9.0.5,* Fixed an issue where the visual effects from this ability and its morphs would not disappear when their owner became undetectable with sources such as sneak or invisibility.
skills,Online:Inferno,10.2.5,"* Cauterize: This morph now heals up to 4 nearby allies every 3 seconds, rather than healing 1 nearby ally every 5 seconds. Reduced the healing per tick by ~33%, resulting in a ~11% increase in healing per second with the new faster tick rate. Increased the cost to 3240, up from 2160. ** Developer Comment: Cauterize has been a tool meant to help Dragonknight gain some healing for themselves and allies, but the ability always felt like it helped themselves more than their friends. In efforts to improve the healing capabilities of the class in group content, we're making some slight adjustments to make the healing closer to something like an AoE HoT, while retaining the unique feel the base ability introduces. The faster tick rate should help ensure the ability more regularly adds reliably healing, instead of erratic burst healing (that usually healed too late by the time you needed it). Due to the increase in healing per second and additional allies healed, we're also reducing its effectiveness at being able to be spammed for a powerful burst heal with a lower cost, so it'll be less effective for solo healing in a pinch, but more reliable for solo healing in the sense that nearby allies are less likely to ""steal"" the heal, and more steady healing overall."
skills,Online:Inferno,11.3.4,"*This ability and the original Flames of Oblivion morph now fire a massive wave of flame in an 8 meter radius, rather than firing a limited number of fire balls to enemies in a 15 meter radius. This removes the original target cap of the abilities. Increased the cost to 4050 per activation, up from 2160 to account for the new area melting potential. Reduced the chance of applying the Burning Status effect to 5%, down from 10%, to account for these changes. **Incinerate (originally Flames of Oblivion): This morph now deals 10% more damage and has a 15% base chance of applying Burning, now that the morph can no longer increase the target count."
skills,Online:Infest,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Inhale,1.1.2,* This ability's initial life drain morphs can now hit a maximum of three targets. This also applies to Inhale's morphs.
skills,Online:Inhale,1.6.5,"* Increased the damage dealt by this ability by 30%. The damage increases with each rank for the first four ranks, and then remains constant for both morphs. The explosion from this ability and its morphs now does fire damage; the inhalation still does Magic damage."
skills,Online:Inhale,2.3.5,"* Increased the exhale damage (the second hit) from this ability and the Draw Essence morph by 40%. The Deep Breath morph has had its exhale damage increased by 16% to match this value. * This ability and its morphs now hits 6 targets, increased from 3 targets, and follows standard area of effect damage guidelines for additional targets. * Increased the cost of this ability and its morphs by 6%. * Deep Breath: This morph no longer increases the damage of the exhale damage (the second hit) due to the baseline damage increases for Inhale, described below. It will continue to interrupt targets on the inhale (the first hit) as a morph effect. * Draw Essence: This morph will now restore 10% of the ability's cost as Magicka per target hit with the exhale instead of restoring Magicka based on the damage dealt."
skills,Online:Inhale,3.0.5,* Reduced the cost of this ability and its morphs by approximately 6%.
skills,Online:Inhale,5.0.5,"* Increased the damage of the initial hit of this ability and its morphs by 25%. * Increased the damage of the delayed explosion by approximately 7%. This was done to adhere the ability to our AoE standards. Note the initial hit of the abilities is half of the AoE standard, because it heals for 100% of the damage caused, which takes it to that standard. * Removed the 6 target cap for the heal, interrupt, and resource restore for this ability. Note this puts this ability into the ""rule breaker"" category."
skills,Online:Inhale,6.1.5,"* Deep Breath (morph): This morph's explosion now deals 25% more damage. The initial hit no longer ranks up by 1.1% damage per rank, but the final hit now does. * Draw Essence (morph): This morph now heals for up to 147% of the damage done, up from 100%, and ranks up by 1% per rank. The final explosion of this ability no longer increases by 1.1% damage per rank."
skills,Online:Inhale,8.1.5,"* Reduced the cost of this ability and its morphs to 3510, down from 4050. **Originally, this was higher in cost to account for the fact that its initial hit damaged and healed, but since these values are each half of an Area of Effect based attack, it wasn't gaining additional ability functionality (which dictates cost) so we're easing it back to make up for this oversight."
skills,Online:Inhale,11.3.4,* Combat Refresh Overhaul. Dragonknight Functionality and Balance Update.
skills,Online:Ink-Scribe's Verve,12.0.5,*Ink-Scribe's Verve: This passive enables you to generate a Crux and to grant you and group members Major Force for 10 seconds when you heal or overheal a total of 100000 Health while in combat.
skills,Online:Inner Fire,1.2.3,* This ability is now capable of critical strikes.
skills,Online:Inner Fire,1.5.2,* You will no longer be revealed by the following abilities while Shadow Cloak is active: ** Restoration Staff light attacks ** Inner Fire ** Cripple
skills,Online:Inner Fire,1.5.5,* Fixed an issue where the taunt immunity from this ability and its morphs was being applied after only two taunts. It will now apply after three taunts within ten seconds.
skills,Online:Inner Fire,1.6.5,"* Increased the range on this ability to 28 meters from 15 meters, and slightly raised the cost of the ability. * Radiate (synergy): Doubled the base damage dealt by this synergy, and it will now cast instantly instead of being channeled. * Inner Rage: Increased the chance that the synergy will become available to 35% from 15%. * Inner Beast: This ability now costs Stamina instead of Magicka."
skills,Online:Inner Fire,2.3.5,* The Radiate synergy from this ability and its morphs now requires the synergy user to target the enemy afflicted with Inner Fire to activate it. We also increased the damage from the Radiate synergy by 11%.
skills,Online:Inner Fire,3.3.5,* Radiate (synergy): ** The prompt is now only visible to allies positioned further than 18 meters away from the taunted enemy.
skills,Online:Inner Fire,4.2.5,* Inner Beast: Fixed an issue where you could not cast this morph while you were silenced.
skills,Online:Inner Fire,4.3.5,"* Inner Fire and Trapping Webs: The Synergies granted from these abilities and their morphs now have a minimum range of 12 meters to activate, instead of 18 meters. (Rejoice, as you no longer need to sprint back and forth from varying ranges like an Olympian to activate these bonuses!) ** Developer Comment: While we want to have differences in the Synergies that melee and ranged build have access to, we realized that many ranged builds still found themselves getting closer to their targets in order to use powerful abilities such as Wall of Elements or other shorter ranged abilities. The new range should now better reward teetering between melee and ranged distances."
skills,Online:Inner Fire,5.1.5,"* Reduced the cost of this ability and its morphs to 2700 from 4051, and increased the chance of applying the synergy to 50% from 25% for this and the Inner Beast morph. * Inner Beast: This morph now also causes your target to take 5% more damage from you while the taunt persists, and added the Stamina cost reduction to this morph, taking the cost to 2295. * Inner Rage: This morph now guarantees the synergy, instead of increasing the chance. * Radiate: This synergy now has a 1 second delay on its activation, and reduced the damage of the DoT by approximately 11%."
skills,Online:Inner Fire,7.1.5,"* This ability and morphs will now only apply their unique visuals if the synergy successfully applied to the target. * Fixed an issue where Inner Fire and Rage were placing an extra negative effect on targets. ** Inner Beast (morph): *** Increased this morph's damage taken bonus on the target to 7% at base, up from 2%, to better enable the very few bruiser-tanks out there that were utilizing this skill. *** This ability's damage taken bonus now only works against non-player characters."
skills,Online:Inner Fire,9.3.5,"* Reduced the cost of this ability and the Inner Rage morph to 1620, down from 2700. * Reduced the damage of this ability and the Inner Rage morph by 10%, and adjusted their damage type to Flame Damage rather than Magic Damage. * Fixed an issue where activating these abilities would not cause you to face your target, which also fixed an issue where these abilities could frequently cancel Light Attack inputs. * The Radiate synergy from all these abilities is now guaranteed, rather than having a 50% chance to apply from some, and the synergy no longer has the minimum range of 12 meters to activate. ** Inner Beast (morph): Increased the damage of this morph by 80%, making it equal to other ranged spammable attacks. This morph now applies Minor Vulnerability and Minor Maim to the target, rather than a unique damage taken from the caster debuff. ** Inner Rage (morph): This morph now allows up to 3 allies to activate the Radiate synergy, rather than causing it to be guaranteed, since it’s now always guaranteed. *** Developer Comment: We’re cleaning up this ability and its morphs to fit better into their roles and usability, by removing some of their older gameplay behaviors with random chances. While we’re not opposed to random chance, we believe that a role that focuses on bringing stability should offer benefits that are inducive to that nature. In addition to this, we’re cleaning up some behavior we’ve seen with Inner Beast, where sometimes Damage Dealers are taking the morph to increase their overall DPS and causing some conflict in group content with actual tanks. Inner Beast is intended for tanks that don’t want to sacrifice too much damage so they can play more like a bruiser, so we’re shifting the damage bonus to the ability itself. This will allow those builds to treat this as their spammable and their taunt, rather than creating a weird situation where the ability can also be used to buff your overall damage."
skills,Online:Insatiable Hunger,12.0.5,"*Devour -> Insatiable Hunger: This synergy now has a minor grace period for movement, allowing you to move slightly before and after activating it without causing the cast to be interrupted. Note that this grace period is NOT the same as the resurrection ability update that lets you move while casting it, and instead exists to give a small amount of time to let your momentum end if you cast it while moving. Increased the healing per tick to 20% of your Max Health, up from 8% (resulting in a 100% Heal over the total duration, up from 40%, or a 150% increase). Each tick now grants 15 Ultimate, rather than 3 seconds of Werewolf timer. Activating this synergy will disable the cost to maintain Werewolf Transformation for 12 seconds, rather than disabling the cost of maintaining only while channeling it. This passive will also trigger Fury generation each tick if you are a Werewolf Berserker, even if you are outside of combat."
skills,Online:Internal Conflict,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Intimidating Presence,2.4.5,* This passive ability now also reduces the cost of Fighters Guild abilities by 20%.
skills,Online:Iron Skin,11.3.4,* Combat Refresh Overhaul. Dragonknight Functionality and Balance Update.
skills,Online:Judgment's Brand,12.0.0,This passive upgrades rank 2 of Burning Light to increase your damage done with Templar abilities by 1250 (625 against players) for 3.1 seconds after activating.
skills,Online:Juggernaut,1.6.5,* This passive now grants a 0.5% increase in max health per piece of heavy armor worn. All other bonuses on this passive have been removed.
skills,Online:Juggernaut,2.4.5,* Increased the amount of maximum health this passive grants per piece of Heavy Armor to 1/2% at Ranks I/II from 0.5/1%.
skills,Online:Keen Eye: Reagents,4.1.5,* Alchemy's Keen Eye will now illuminate giant clams seen on the shores of Summerset.
skills,Online:Kindle,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Lacerate,2.6.4,"* New Weapon Ultimates have been added to the game. Each Weapon skill line now has one Ultimate, and each Ultimate can be obtained by reaching Rank 50 in its respective Weapon skill line. Weapon Ultimates can be morphed as well!"
skills,Online:Lacerate,2.6.6,* Fixed an issue with this ability and its morphs where the impact visual effects were not synced with the animation. * Fixed an issue with this ability and its morphs where the ability animation was not overriding Light Attacks and Heavy Attacks.
skills,Online:Lacerate,2.7.5,* All animations and visual effects will now display properly when using this Ultimate.
skills,Online:Lacerate,3.1.8,"* Fixed an issue where this Ultimate would not proc the effects from ""On Ultimate Use"" item sets, such as Witchman's Armor."
skills,Online:Lacerate,3.2.5,* Thrive in Chaos: Fixed an issue where some of the visual effects of this morph were persisting longer than their actual duration. We also fixed an issue where this morph was displaying incorrect icons in your bufftrackers.
skills,Online:Lacerate,4.1.5,* Fixed an issue where this ability and its morphs could sometimes heal you based on damage dealt from other abilities happening at the same time.
skills,Online:Lacerate,4.2.7,* All damage from Lacerate and its morphs can no longer proc Weapon Enchantments or poisons.
skills,Online:Lacerate,5.1.5,"* Increased the size of this ability and the Rend morph to 8x8 meters from 8x7 meters. * Fixed an issue where the heal from all of these abilities could critically strike. * Thrive in Chaos: ** Reduced the base damage done bonus per target hit to 3% from 5%. ** This morph no longer increases in damage by 1.1% per rank on the DoT, but instead increases the damage done bonus per target hit by 1% per rank. ** This morph also converts the attack into a conal attack, which covers a much larger area."
skills,Online:Lacerate,6.3.5,"* Thrive in Chaos: This morph's hit box now more accurately matches its visual effects, resulting in a significant Area of Effect increase."
skills,Online:Lacerate,7.0.5,* Fixed an issue where this ability and its and morphs were not considered Weapon abilities in some cases.
skills,Online:Lacerate,9.3.5,* This Ultimate and its morphs now also apply the Hemorrhaging status effect each tick.
skills,Online:Last Gasp,11.0.5,"* This passive now increases your Max Health by 1206/2412, up from 625/1250."
skills,Online:Lava Whip,1.2.3,* Flame Lash: Increased the damage and healing for this ability's activated follow-up attack. * Molten Whip: This ability's slotted passive only applies to Ardent Flame skill line abilities instead of all fire damage.
skills,Online:Lava Whip,1.6.5,"* Updated the tooltip for this ability to note the cooldown to set an enemy off balance. * Flame Lash: The follow up attack that is part of this ability now works on any off-balance target, stuns off-balance targets, and has a new icon."
skills,Online:Lava Whip,2.0.3,* Molten Whip: Fixed an issue where this ability wasn't providing increased damage to Ardent Flame ability morphs that use Stamina.
skills,Online:Lava Whip,2.6.4,* Switched the position of this ability with the Fiery Grip ability as seen in the skill line UI.
skills,Online:Lava Whip,2.7.5,"* Increased the damage from this ability and its morphs by 5%. **Developer Comment: We wanted Lava Whip to hit harder since it's a melee attack without increasing the overall PvE DPS of Dragonknights. To accomplish this, we reduced the bonuses from Standard of Might by 5% and increased Lava Whip by 5%. This gives Magicka Dragonknights a bit more pressure in PvP without increasing their PvE damage."
skills,Online:Lava Whip,3.0.5,* Reduced the cost of this ability and its morphs by approximately 10%.
skills,Online:Lava Whip,3.3.5,* Flame Lash: The Power Lash attack from this morph now has a 3 second cooldown. * This ability and its morphs no longer have a cooldown when they can set the enemy target Off Balance. Striking a stunned or immobile enemy will always set them Off Balance. * Flame Lash: Fixed an issue where the Power Lash attack from this morph could not be dodged.
skills,Online:Lava Whip,4.2.5,"* Decreased the range of this ability and its morphs to 5 meters from 8 meters. * Flame Lash: Removed the stun from the Power Lash special attack. **Developer Comment: We want all classes to be intentional about when they land stuns on the enemy, and not have it coupled with an already highly damaging attack. * Power Lash: The Power Lash special attack is no longer free, and now costs half the amount of a regular Flame Lash. **Developer Comment: Because this ability could be used multiple times against off balance targets, it provided too much of a resource sustain bonus. To alleviate the issue, we set its cost to that of other proc abilities like Crystal Fragments."
skills,Online:Lava Whip,5.0.5,"* Reduced the cost of this ability and its morphs by 5% to put it in line with other melee ""spammables"". **Molten Whip (morph): Reworked this ability so it no longer grants a passive bonus to Weapon and Spell Damage while slotted. Instead, this passive grants access to Seething Fury, a 33% damage bonus to your next Molten Whip cast and increase of 125 Weapon and Spell Damage every time you activate an Ardent Flame ability that isn't Molten Whip. This bonus can stack up to 3 times, lasts 5 seconds, and will refresh in duration every time it is applied to you. ***Developer Comment: The previous Molten Whip was under budgeted in terms of total power compared to Flame Lash, and rather than reducing that morph, we wanted to bring this one up to par. Additionally, we like how Flame Lash has the potential to disrupt a static rotation in combat, so we wanted to add a diverse bonus that would allow for you to engage in different ways. Now, the caster can decide to simply follow a normal rotation, or attempt to save up for a heavy hitting attack after building up stacks. Please note however, this will operate similarly to the previous Molten Whip where your bonus will only be active on the bar that it is slotted on."
skills,Online:Lava Whip,5.1.5,* Molten Whip: Reduced the stacking Spell Damage bonus from this passive to 75 at Rank IV from 125.
skills,Online:Lava Whip,5.3.4,"* Flame Lash (morph): The special attack from this ability, Power Lash, can now also be cast on enemies that are Immobilized."
skills,Online:Lava Whip,6.3.5,* Molten Whip (morph): Fixed an issue where the Weapon and Spell Damage from this passive did not appear in your character sheet.
skills,Online:Lava Whip,7.2.5,"* This ability and its morphs now scale off your highest offensive stats, rather than exclusively Magicka based stats. May this finally end the fiery and age-old debate over getting a Stamina Whip, as this is our version of it. ** Flame Lash (morph): *** Fixed an issue where this morph did not apply Off Balance to targets who were Immobilized but not already Off Balance. *** The override ability, Power Lash, now heals immediately rather than over 2 seconds, but its total healing per cast has been reduced by approximately 43%. However, Power Lash no longer has a 3 second cooldown. Ballerinas are back. ** Molten Whip (morph): Seething Fury now lasts 10 seconds per stack, up from 5 seconds, to help it feel way less stressful to use in a rotation and allow for activation of burst at the perfect moment. **Developer Comment: Magicka Dragonknight's morph options for Lava Whip currently feel too similar as they both increase the damage of the spammable and deal with 3 second cadences. Molten Whip now stands out more as a build-up to a deadly burst attack with its more gracious time period to activate for the perfect opportunity, while Flame Lash doubles down in the sustained pressure path, giving the Dragonknight moments to relentlessly batter their opponent down with reckless abandon."
skills,Online:Lava Whip,8.1.5,"* Molten Whip (morph): ** This morph now causes the ability to split the cost to half Stamina and half Magicka. ** Reduced the stacking damage bonus to Molten Whip to 20% per stack, down from 33%. ** Increased the Weapon and Spell Damage per stack to up to 100, up from 75. ** The Weapon and Spell Damage portion of Seething Fury is no longer consumed when using Molten Whip. ** Increased the duration of Seething Fury to 15 seconds, up from 10 seconds, to help it be easier to keep up with the new duration timers of Fiery Breath and Searing Strike. **Developer Comment: To help this ability become more available to hybrid builds, we've opted to take a very unique route with the ability where the cost is now split evenly between Magicka and Stamina. In doing so, we hope to see more unique interactions with the skill as well as aiding more Stamina-focused Dragonknights in sustaining the skill."
skills,Online:Lava Whip,8.3.5,"* Molten Whip: Fixed an issue where this morph could fail to activate many conditional requirements that stated, ""when casting an ability that costs Magicka or Stamina"". Note that conditional requirements that require only a Stamina ability specifically will still not fire, as this ability is predominantly Magicka oriented."
skills,Online:Lava Whip,11.3.4,"*Lava Whip: This ability and the Flame Lash morph now generate 5 stacks of their empowered forms for 20 seconds. Increased the damage by 40% to account for less casts. Overall, this should make both versions of the ability much easier to use in a rotation, rather than feeling like you must choose between uptime of other abilities and the super sick flip whip. These abilities no longer set Immobilized or Stunned enemies Off Balance. (We've sourced Off Balance on a new passive you'll read about later in a different skill line.) **Flame Lash:This morph now grants 14% damage done, halving against players, for 45s after spending all stacks of Power Lash, if you are a Dragonknight.The healing now activates on both versions of the ability, rather than only the empowered. The healing now happens on activation, rather than dealing damage. **Molten Whip: This morph continues to rework the ability into a more self-contained building effect, Seething Fury now grants 5% damage done and 2% damage done to players per stack if you are a Dragonknight, rather than grating granting Weapon and Spell Damage per stack regardless of class."
skills,Online:Lava Whip,12.0.5,"*Flame Lash: This morph no longer grants increased damage done after consuming all charges, as we have recontextualized damage into the Class Mastery system. *Molten Whip: This morph no longer grants increased damage done per stack, as we have recontextualized damage into the Class Mastery system."
skills,Online:Lead from the Front,12.0.0,*This passive upgrades rank 2 of The Storm Voice to also apply Major Berserk and Protection for 1 second per 15 Ultimate spent to you and group members within 28m of you.
skills,Online:Life Absorption,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Life Mender,2.1.4,* Increased the bonus healing received from this passive to 3/6/9 from 2/4/6.
skills,Online:Life Mender,2.5.5,"* This passive now grants a 1/3/5% bonus to both healing done and healing received, instead of a 3/6/9% bonus to only healing done."
skills,Online:Life Mender,4.3.5,"* Gain 5% Healing Done and Received → Life Mender: Increases your Healing Done by 6%. ** Developer Comment: Previously, Argonians were mathematically twice as good as some races. We wanted all races to stand out, yet still allow for choice of playstyle. Their focus is now on their natural healing capabilities, as well as their ability to prolong and stay in a fight. Now they have more stats in regards to what the goal of the race is, while they'll have less in other areas that weren't in line with that vision."
skills,Online:Life Siphon,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Light Weaver,6.1.5,"*This passive has been updated so healing an ally under 50% of any Restoring Light ability restores 1 / 2 Ultimate, rather than restoring 1 /2 Ultimate when healing an ally under 60% health with Healing Ritual. *This passive no longer extends the duration of Restoring Aura."
skills,Online:Light Weaver,6.3.5,*Fixed an issue where this passive did not properly grant its stated Armor when you were channeling Rite of Passage or its morphs
skills,Online:Light Weaver,9.0.5,"*Fixed an issue where this passive's Ultimate could apply to the caster, rather than only allies, as its tooltip states."
skills,Online:Light Weaver,11.0.5,"*This passive now causes you to automatically block all attacks at no cost for 2 seconds when you start any channel or cast time ability, up to once every 30/15 seconds. This passive no longer grants 16500/33000 Armor while channeling Rite of Passage. This passive will not attempt to activate if you already have a form of automatic Block active, such as Shield Wall. ** Developer Comment: We're swapping this passive's defensive function from a highly niche and ineffective armor bonus while using the Ultimate of this skill line, to a far more useful and unique defensive bonus. This works with any channeled or cast time ability (including Heavy Attacks!) in hopes it becomes more interesting for defensive builds. The Light protects!"
skills,Online:Lightning Form,1.2.3,* This ability now deals damage at every tick.
skills,Online:Lightning Form,1.6.5,* Lightning Form now lasts for 15 seconds and grants you the Major Resolve and Major Ward buffs. * Thundering Presence: This ability now starts at 20 seconds and increases in duration by one second with each rank. * Boundless Storm: This ability now grants the Major Expedition buff for 6 seconds.
skills,Online:Lightning Form,2.3.5,* Thundering Presence: Fixed an issue where recasting this morph would cause the effects to disappear.
skills,Online:Lightning Form,2.4.5,"* Thundering Presence: ** Renamed this morph to Hurricane. ** Redesigned this morph so it now increases the size and damage of the periodic effect the longer it is active, increasing up to 225% more damage and up to 9 meters in size. ** This morph now deals Physical Damage instead of Shock Damage."
skills,Online:Lightning Form,2.6.4,* Boundless Storm: Fixed an issue where this morph's visual effects were not all displaying properly when hit by the Serpent Fang monster's Poison Arrow Spray ability. * Hurricane: Fixed an issue where this morph did not gain any benefits as it increased in rank. It now deals slightly more damage as it ranks up.
skills,Online:Lightning Form,2.7.5,"* Fixed an issue where part of the visual effects for this ability and its morphs were not being displayed correctly when it was recast. * Hurricane (Lightning Form morph): This morph now deals 10% more damage each tick, down from 15% more damage each tick. The final tick deals 150% more damage as a result, down from 225%. ** Developer Comment: The Hurricane ability provides Major Resolve, Major Ward, Minor Expedition, and AoE damage in a large radius. This ability over-performs relative to other class defensive abilities like Spiked Armor. Stamina Sorcerer damage was also high, so adjusting the damage on this ability brings the Stamina Sorcerer more in line with other abilities."
skills,Online:Lightning Form,3.1.5,"* In an effort to reduce the visual effect noise in group combat situations, we've hidden most visual effects from persistent damaging area of effect abilities cast by your allies. Area of effect abilities that have a synergy, healing, or defensive component that can benefit you will still be visible, and area of effect abilities cast by enemies will also still be visible."
skills,Online:Lightning Form,4.2.5,"* This ability now grants Major Expedition for a maximum of 4 seconds instead of 7.5. ** Developer Comment: As noted above, we want there to be variability in the positive and negative directions during combat. In Update 19, we adjusted snares down to a 4 second duration so an optimal damage rotation wouldn't include 100% up time on snares. In this update, we are adjusting Major Expedition buffs to be in line with the snare durations."
skills,Online:Lightning Form,4.3.5,"* Boundless Storm: Reduced the cost of this ability and its morphs by approximately 34%. ** Developer Comment: After the recent changes to sourcing of Major Expedition, the morph Boundless Storm highlighted a problem of this ability where its cost was far too high for the operational power that it provided. We've based the new cost to be more in line with other sources of Major Ward and Resolve. In turn, this has brought Boundless Storm to a much healthier state where the short duration of the Major Expedition can be offset with a lesser cost, so that recasting earlier is a valid choice."
skills,Online:Lightning Form,5.0.5,"* Boundless Storm (morph): This morph now grants the 4 seconds of Major Expedition immediately, rather than starting at 2.5 seconds and ranking up as the ability progresses. This ability's damage will now get 1.1% stronger per rank, ending in a 3.3% damage increase at Rank IV."
skills,Online:Lightning Form,7.3.5,"* This ability and its morphs now last 20 seconds at base, up from 15, to properly match the standard duration of Armor buff abilities. ** Boundless Storm (morph): *** This morph now ranks up to 30 seconds at rank up, up from 23. *** This morph no longer ranks up in 1.1% damage done per rank. ** Hurricane (morph): *** The Area of Effect from this morph now grows at 8 and 15 seconds, rather than 6 and 11. *** Reduced the damage bonus per tick to 8%, down from 10%. The total damage bonus will reach 160% at max stacks, up from 150%, resulting in slightly more damage."
skills,Online:Lightning Form,8.0.5,* Boundless Storm (morph): Fixed an issue where this ability's visual effects were not in sync with their combat effects.
skills,Online:Lightning Form,8.1.5,"* This ability and its morphs now tick once every 2 seconds, rather than once every second. * Increased the damage per tick by 100%. ** Hurricane (morph): This morph now increases in damage by 12% per tick, up from 8%. Along with the frequency adjustment, this will reduce the total maximum to 120%, down from 160%."
skills,Online:Lightning Form,11.0.5,* Hurricane (morph): The final damage tick of this morph no longer loses the ramping damage bonus.
skills,Online:Lightning Splash,1.2.3,* Edited the tooltip so it more accurately reflects the damage dealt.
skills,Online:Lightning Splash,1.5.2,* Liquid Lightning: Fixed an issue where this ability was unintentionally doing extra damage to the first and second hit.
skills,Online:Lightning Splash,1.6.5,"* Increased the duration to 6 seconds from 4 seconds. * Reduced the Synergy range for this ability. Activating the Synergy no longer removes lightning. * The Synergy damage now has the potential to scale off of stamina/power. * Fixed an issue that allowed the synergy to be used repeatedly if no enemies were nearby. * Liquid Lightning: Increased this ability's duration to ten seconds, and removed the additional damage from the first hit."
skills,Online:Lightning Splash,2.3.5,* Increased the activation range from the Conduit synergy from this ability and its morphs to 3.5 meters from 2.5 meters.
skills,Online:Lightning Splash,4.0.5,* Lightning Flood: This morph now also increases the damage done by approximately 15%.
skills,Online:Lightning Splash,5.0.5,* Increased the duration of this ability and its morphs to 8 seconds from 6 seconds. * Liquid Lightning (morph): This morph now lasts 12 seconds to retain the extra 4 seconds of duration increase. * Lightning Flood (morph): Increased the damage of this morph by 5%.
skills,Online:Lightning Splash,5.1.5,"* Decreased the cost of this ability and its morphs to 3024 from 3510, and decreased the damage per tick by approximately 37%. * Liquid Lightning: This morph no longer increases in damage per rank and now lasts 9 seconds, ranking up to 12 seconds at Rank IV."
skills,Online:Lightning Splash,5.2.5,"* Increased the base duration of this ability and its morphs to 10 seconds, up from 8. * Increased the base cost to 4950, up from 3024. * Reduced the damage per tick by approximately 20%."
skills,Online:Lightning Splash,5.3.4,"* Reduced the cost of this ability and its morphs to 3780, down from 4950."
skills,Online:Lightning Splash,7.0.5,"* Removed visual and sound effects from each of the following ground effects' ticks to reduce battlefield clutter and noise: ** Graveyard and morphs ** Lightning Splash and morphs ** Nova and morphs * The following abilities have received significant adjustments to how the server handles their behavior, reducing messages sent between the client and server and reducing the total amount of Area of Effect events occurring. This will largely have little to no effect on their gameplay other than improving their response time to entering or leaving the Area of Effect. In some rarer cases, it will reduce the interaction with sets that proc off application of buffs or debuffs, since you will no longer repeatedly apply these effects to targets inside the area every tick, but rather for the duration the target is inside the area. Their synergies (when applicable) have also been updated to be far more reliable to activate when in the area and they will no longer persist for a short duration after each tick, allowing you to activate them in cases where they could fail or were already used, going on cooldown with no effect, or gaining their effects despite already being used. ** Blood Altar and morphs *** In an instance where Blood Feast and Blood Funnel are both available, Blood Feast will now always take priority as it is stronger than Blood Funnel. ** Bone Totem and morphs ** Boneyard and morphs ** Cleansing Ritual and morphs ** Both morphs of Dragonknight Standard *** This will also fix an issue where the morphed version of this ability failed to properly fire its synergy, Shackle, when activated. ** Lightning Splash and morphs ** Necrotic Orbs and morphs ** Negate Magic and morphs ** Nova and morphs ** Rune Focus and morphs ** Spear Shards and morphs"
skills,Online:Lightning Splash,7.2.5,* Fixed an issue where the base ability was ending too soon and missing an extra tick of damage.
skills,Online:Lightning Splash,8.1.5,"* Reduced the damage per tick by approximately 20%. * These abilities now properly tick one final time before ending. * Reduced the cost to 2970, down from 3780. ** Liquid Lightning (morph): This morph now increases the duration by 5 seconds, down from 10 seconds."
