family,page,template,param,value
skills,Online:Ancient Knowledge,ESO Patch Note,1,5.2.5
skills,Online:Ancient Knowledge,ESO Patch Note,2,* Fixed an issue where this passive was not properly working with specific pets.
skills,Online:Ancient Knowledge,ESO Patch Note,1,6.2.5
skills,Online:Ancient Knowledge,ESO Patch Note,2,* Fixed an issue where the Block Mitigation granted from this passive could fail to apply against certain attacks while equipping a Frost Staff. * Fixed an issue where tether abilities and sets; such as Shocking Siphon or Stone Husk; were not properly treated as Area of Effect Damage for bonuses such as Ancient Knowledge or Major Evasion.
skills,Online:Ancient Knowledge,ESO Patch Note,1,7.1.5
skills,Online:Ancient Knowledge,ESO Patch Note,2,"* This passive now better discerns what is an Area of Effect attack and what isn't with its bonus damage based on your staff type. * Increased the bonuses of both the Inferno and Lightning Staff types to 5/10%, up from 4/8% to help better match the power of Twin Blade and Blunt or Heavy Weapons grant."
skills,Online:Ancient Knowledge,ESO Patch Note,1,8.3.5
skills,Online:Ancient Knowledge,ESO Patch Note,2,* Fixed multiple issues where the Inferno and Lightning Staff components were applying to incorrect attack types.
skills,Online:Ancient Knowledge,ESO Patch Note,1,10.1.5
skills,Online:Ancient Knowledge,ESO Patch Note,2,* Fixed an issue where this passive could cause your Health Bar to glow permanently.
skills,Online:Ancient Knowledge,ESO Skills With,1,Passive Effect
skills,Online:Ancient Knowledge,ESO Skills With,2,Increase Damage Dealt
skills,Online:Ancient Knowledge,ESO Skills With,3,Status Effect Bonus
skills,Online:Ancient Knowledge,ESO Skills With,4,Increase Block
skills,Online:Ancient Knowledge,ESO Skills With,5,Reduce Activity Cost
skills,Online:Annulment,Online Skill Summary,id,41108
skills,Online:Annulment,Online Skill Summary,line,Light Armor
skills,Online:Annulment,Online Skill Summary,icon,Light Armor-Annulment
skills,Online:Annulment,Online Skill Summary,desc,"Requires 5 pieces of light armor equipped Convert a portion of your Magicka into a protective ward, gaining a damage shield that absorbs [9000 / 9098 / 9198 / 9297] damage for 6 seconds. Damage shield strength capped at 50% of your Max Health."
skills,Online:Annulment,Online Skill Summary,desc1,"Requires 5 pieces of light armor equipped Convert a portion of your Magicka into a protective ward, gaining a damage shield that absorbs 9297 damage for 6 seconds. Damage shield strength capped at 60% of your Max Health. Each piece of Light Armor worn increases the amount of damage absorbed by [3 / 4 / 5 / 6]%."
skills,Online:Annulment,Online Skill Summary,desc2,"Requires 5 pieces of light armor equipped Convert a portion of your Magicka into a protective ward, gaining a damage shield that absorbs 9297 damage for 6 seconds. Damage shield strength capped at 50% of your Max Health. While active, whenever the shield absorbs damage, you restore 229 Magicka. Each piece of Light Armor worn increases the Magicka restored by [30 / 31 / 32 / 33]%. This effect can occur up to 3 times."
skills,Online:Annulment,Online Skill Summary,linerank,22
skills,Online:Annulment,Online Skill Summary,cost,4590 Magicka
skills,Online:Annulment,Online Skill Summary,attrib,Magicka
skills,Online:Annulment,Online Skill Summary,casttime,Instant
skills,Online:Annulment,Online Skill Summary,duration,6 seconds
skills,Online:Annulment,Online Skill Summary,target,Self
skills,Online:Annulment,Online Skill Summary,morph1name,Dampen Magic
skills,Online:Annulment,Online Skill Summary,morph1id,41113
skills,Online:Annulment,Online Skill Summary,morph1icon,Light Armor-Dampen Magic
skills,Online:Annulment,Online Skill Summary,morph1desc,Each piece of Light Armor worn increases damage absorbed. Increases shield cap value.
skills,Online:Annulment,Online Skill Summary,morph2name,Harness Magicka
skills,Online:Annulment,Online Skill Summary,morph2id,41121
skills,Online:Annulment,Online Skill Summary,morph2icon,Light Armor-Harness Magicka
skills,Online:Annulment,Online Skill Summary,morph2desc,Restores Magicka whenever you absorb damage.
skills,Online:Annulment,Online Skill Summary,image,ON-skill-Annulment_02.jpg
skills,Online:Annulment,Online Skill Summary,imgdesc,Annulment
skills,Online:Annulment,ESO Magicka Link,1,Max
skills,Online:Annulment,ESO Health Link,1,Max
skills,Online:Annulment,ESO Health Link,1,Max
skills,Online:Annulment,ESO Magicka Link,1,Max
skills,Online:Annulment,ESO Patch Note,1,1.1.2
skills,Online:Annulment,ESO Patch Note,2,* This Ultimate ability's damage shield now absorbs 100% of incoming Spell Damage rather than 50%. This damage shield value remains the same.
skills,Online:Annulment,ESO Patch Note,1,1.4.6
skills,Online:Annulment,ESO Patch Note,2,"* This ability's shield value is now 120% larger, but no longer gives a 50% damage reduction. It also now only absorbs damage from spell attacks."
skills,Online:Annulment,ESO Patch Note,1,1.5.2
skills,Online:Annulment,ESO Patch Note,2,* Fixed an issue where recasting this ability before it expired would not refresh the absorb value. * Harness Magicka: This ability can now only restore magicka up to three times per cast.
skills,Online:Annulment,ESO Patch Note,1,2.4.5
skills,Online:Annulment,ESO Patch Note,2,"* Reduced the duration of this ability and its morphs to 6 seconds from 20 seconds. In addition, this ability and its morphs now absorb all damage instead of just spell damage. ** Note: The Harness Magicka morph will continue to return Magicka only when spell damage is absorbed as a morph effect."
skills,Online:Annulment,ESO Patch Note,1,3.1.5
skills,Online:Annulment,ESO Patch Note,2,* Dampen Magic: Fixed an issue where this morph was displaying extraneous buff icons.
skills,Online:Annulment,ESO Patch Note,1,3.2.5
skills,Online:Annulment,ESO Patch Note,2,* Casting this ability and its morphs now requires that you wear 5 pieces of Light Armor.
skills,Online:Annulment,ESO Patch Note,1,4.2.5
skills,Online:Annulment,ESO Patch Note,2,"* The total strength of this ability is now limited to 40% of the caster's health. * Dampen Magic: This morph now also increases the shield cap to 50% of your Max Health, previously 40%. **Developer Comment: As noted above, we want players to make interesting choices when making damage shield builds. These builds now require a balance of offensive and defensive stats, where previously a damage shield user could go for all offensive stats and also get a gigantic damage shield that mitigated the fact that they had low max health. * Harness Magicka: Fixed an issue where this morph was double dipping with its Magicka return based on the Light Armor worn."
skills,Online:Annulment,ESO Patch Note,1,4.3.5
skills,Online:Annulment,ESO Patch Note,2,"* Fixed an issue with Annulment and its morphs, and Conjured Ward and its morphs, where you could occasionally get stuck in the casting animations when using the abilities in quick succession with other abilities such as Block."
skills,Online:Annulment,ESO Patch Note,1,5.1.5
skills,Online:Annulment,ESO Patch Note,2,"* Reduced the shield size of this ability and its morphs by approximately 9%. * Increased the shield size limit for this ability and the Harness Magicka morph to 50% of your Max Health from 40%. Dampen Magic increases to 60% from 50%. ** Developer Comment: The changes with Magicka-based Damage Shields were done to increase the shields' strengths in situations where the caster is focusing more into increasing their effectiveness by specializing more stats into them, since they now require more Magicka to increase their size than they needed in previous updates. * Harness Magicka: ** This morph no longer returns 3% of your Max Magicka when absorbing spell attacks. Instead, it restores 5% of the ability's cost whenever it absorbs any damage. Note this value continues to increase per piece of Light Armor worn, and can still only occur up to 3 times per cast. ** Increased the bonus modifier per piece of Light Armor worn for the Magicka return to 33% at Rank IV from 6%. Note this increase remains to be based on 5% of the ability's cost, so each piece of Light Armor will increase the return from 5% to 6.65%."
skills,Online:Annulment,ESO Patch Note,1,7.1.5
skills,Online:Annulment,ESO Patch Note,2,* Harness Magicka (morph): Fixed an issue where you could get more than 3 Magicka restores from this ability per cast.
skills,Online:Annulment,ESO Skills With,1,Damage Shield
skills,Online:Annulment,ESO Skills With,2,Light Armor Boost
skills,Online:Annulment,ESO Skills With,3,Restore Magicka
skills,Online:Annulment,ESO Skills With,4,Magicka Cost
skills,Online:Antiquarian Insight,Mod Header,1,Greymoor
skills,Online:Antiquarian Insight,Online Skill Summary,id,141018
skills,Online:Antiquarian Insight,Online Skill Summary,line,Scrying
skills,Online:Antiquarian Insight,Online Skill Summary,type,Passive
skills,Online:Antiquarian Insight,Online Skill Summary,icon,Scrying-Antiquarian Insight
skills,Online:Antiquarian Insight,Online Skill Summary,desc,Allows you to scry for Antiquities of up to Simple difficulty.
skills,Online:Antiquarian Insight,Online Skill Summary,desc2,Allows you to scry for Antiquities of up to Intermediate difficulty.
skills,Online:Antiquarian Insight,Online Skill Summary,desc3,Allows you to scry for Antiquities of up to Advanced difficulty.
skills,Online:Antiquarian Insight,Online Skill Summary,desc4,Allows you to scry for Antiquities of up to Master difficulty.
skills,Online:Antiquarian Insight,Online Skill Summary,desc5,Allows you to scry for Antiquities of up to Ultimate difficulty.
skills,Online:Antiquarian Insight,Online Skill Summary,linerank1,1
skills,Online:Antiquarian Insight,Online Skill Summary,linerank2,3
skills,Online:Antiquarian Insight,Online Skill Summary,linerank3,5
skills,Online:Antiquarian Insight,Online Skill Summary,linerank4,7
skills,Online:Antiquarian Insight,Online Skill Summary,linerank5,10
skills,Online:Antiquarian Insight,fc,1,red
skills,Online:Antiquarian Insight,fc,2,red
skills,Online:Antiquarian Insight,ESO Icon,1,ON-icon-skill-Scrying-Antiquarian_Insight_I.png
skills,Online:Antiquarian Insight,ESO Icon,2,passive
skills,Online:Antiquarian Insight,ESO Icon,1,ON-icon-skill-Scrying-Antiquarian_Insight_II.png
skills,Online:Antiquarian Insight,ESO Icon,2,passive
skills,Online:Antiquarian Insight,ESO Icon,1,ON-icon-skill-Scrying-Antiquarian_Insight_III.png
skills,Online:Antiquarian Insight,ESO Icon,2,passive
skills,Online:Antiquarian Insight,ESO Icon,1,ON-icon-skill-Scrying-Antiquarian_Insight_IV.png
skills,Online:Antiquarian Insight,ESO Icon,2,passive
skills,Online:Antiquarian Insight,ESO Icon,1,ON-icon-skill-Scrying-Antiquarian_Insight.png
skills,Online:Antiquarian Insight,ESO Icon,2,passive
skills,Online:Antiquarian Insight,ESO Skills With,1,Passive Effect
skills,Online:Antiquarian Insight,ESO Skills With,2,Antiquities
skills,Online:Apocryphal Gate,Online Skill Summary,id,40183542
skills,Online:Apocryphal Gate,Online Skill Summary,line,Curative Runeforms
skills,Online:Apocryphal Gate,Online Skill Summary,icon,Curative Runeforms-Apocryphal Gate
skills,Online:Apocryphal Gate,Online Skill Summary,desc,Cost: [4050 / 3960 / 3870 / 3780] Magicka. Breach the world walls to create a portal at a target location. Its twin appears directly before you. Crossing the threshold allows you to teleport from one to the other for as long as the portals remain open. Apocryphal Gate generates Crux each time you teleport.
skills,Online:Apocryphal Gate,Online Skill Summary,desc1,"Breach the world walls to create a portal at a target location. Its twin appears directly before you. Crossing the threshold allows you to teleport from one to the other for as long as the portals remain open. After teleporting, you gain Major Expedition for [4 / 4.3 / 4.7 / 5] seconds, increasing your Movement Speed by 30%. Fleet-Footed Gate generates Crux each time you teleport."
skills,Online:Apocryphal Gate,Online Skill Summary,desc2,"Cost: [3780 / 3690 / 3600 / 3510] Magicka. Breach the world walls to create a portal at a target location. Its twin appears directly before you. Crossing the threshold allows you to teleport from one to the other for as long as the portals remain open. Allies standing within either portal can activate the Passage synergy, allowing them to teleport to the opposite portal. Passage Between Worlds generates Crux each time you teleport."
skills,Online:Apocryphal Gate,Online Skill Summary,linerank,42
skills,Online:Apocryphal Gate,Online Skill Summary,cost,3780 Magicka
skills,Online:Apocryphal Gate,Online Skill Summary,attrib,Magicka
skills,Online:Apocryphal Gate,Online Skill Summary,casttime,Instant
skills,Online:Apocryphal Gate,Online Skill Summary,range,12-22 meters
skills,Online:Apocryphal Gate,Online Skill Summary,duration,7 seconds
skills,Online:Apocryphal Gate,Online Skill Summary,target,Ground
skills,Online:Apocryphal Gate,Online Skill Summary,morph1name,Fleet-Footed Gate
skills,Online:Apocryphal Gate,Online Skill Summary,morph1id,40186211
skills,Online:Apocryphal Gate,Online Skill Summary,morph1icon,Curative Runeforms-Fleet-Footed Gate
skills,Online:Apocryphal Gate,Online Skill Summary,morph1desc,Increases your Movement Speed after teleporting.
skills,Online:Apocryphal Gate,Online Skill Summary,morph2name,Passage Between Worlds
skills,Online:Apocryphal Gate,Online Skill Summary,morph2id,40186220
skills,Online:Apocryphal Gate,Online Skill Summary,morph2icon,Curative Runeforms-Passage Between Worlds
skills,Online:Apocryphal Gate,Online Skill Summary,morph2desc,Grants a synergy to allies allowing them to teleport from one portal to the other.
skills,Online:Apocryphal Gate,Online Skill Summary,image,ON-skill-Apocryphal Gate.jpg
skills,Online:Apocryphal Gate,Online Skill Summary,imgdesc,Apocryphal Gate and its morphs' visual
skills,Online:Apocryphal Gate,Online Skill Summary,area,3 meters
skills,Online:Apocryphal Gate,ESO Patch Note,1,9.0.6
skills,Online:Apocryphal Gate,ESO Patch Note,2,* Fixed an issue with this ability and its morphs where it would only place one portal. ** Fleet-Footed Gate (morph): Fixed an issue where this ability was not benefiting from its rank progression.
skills,Online:Apocryphal Gate,ESO Patch Note,1,9.0.7
skills,Online:Apocryphal Gate,ESO Patch Note,2,* Fixed an issue that could some clients to become unresponsive when casting Apocryphal Gate.
skills,Online:Apocryphal Gate,ESO Patch Note,1,9.3.5
skills,Online:Apocryphal Gate,ESO Patch Note,2,* Passage Between Worlds (morph): Fixed an issue where this morph’s synergy could be activated in some situations it should not have.
skills,Online:Apocryphal Gate,ESO Patch Note,1,11.2.6
skills,Online:Apocryphal Gate,ESO Patch Note,2,* Fixed an issue where this ability and its morphs would fail to generate Crux if you entered the portal while Sprinting.
skills,Online:Apocryphal Gate,ESO Skills With,1,Magicka Cost
skills,Online:Apocryphal Gate,ESO Skills With,2,Teleport
skills,Online:Apocryphal Gate,ESO Skills With,3,Increase Movement Speed
skills,Online:Arcane Fighter,Online Skill Summary,line,Two Handed
skills,Online:Arcane Fighter,Online Skill Summary,type,Passive
skills,Online:Arcane Fighter,Online Skill Summary,icon,Two Handed-Arcane Fighter
skills,Online:Arcane Fighter,Online Skill Summary,desc,"(WITH TWO-HANDED WEAPON EQUIPPED) Increases chance of applying status effects like burning, chilling, etc. by 50%"
skills,Online:Arcane Fighter,Online Skill Summary,desc2,"(WITH TWO-HANDED WEAPON EQUIPPED) Increases chance of applying status effects like burning, chilling, etc. by 100%"
skills,Online:Arcane Fighter,Online Skill Summary,linerank1,30
skills,Online:Arcane Fighter,Online Skill Summary,linerank2,46
skills,Online:Arcane Fighter,ESO Patch Note,1,1.5.2
skills,Online:Arcane Fighter,ESO Patch Note,2,* Replaced the Arcane Fighter passive with Follow Up. This will increase your damage by 5%/10% for 7 seconds after activating a fully charged heavy attack.
skills,Online:Arcane Nova,Mod Header,1,Blackwood
skills,Online:Arcane Nova,Online Skill Summary,id,157230
skills,Online:Arcane Nova,Online Skill Summary,line,Destruction Staff (Companion)
skills,Online:Arcane Nova,Online Skill Summary,type,Companion
skills,Online:Arcane Nova,Online Skill Summary,icon,Companion-Arcane Nova
skills,Online:Arcane Nova,Online Skill Summary,desc,"Your Companion releases a surge of magic to enemies around them, dealing 3150 Magic Damage. Fire Nova applies the Burning status effect. Frost Nova applies the Chill status effect. Shock Nova applies the Concussion status effect."
skills,Online:Arcane Nova,Online Skill Summary,linerank,20
skills,Online:Arcane Nova,Online Skill Summary,casttime,Instant
skills,Online:Arcane Nova,Online Skill Summary,radius,6 meters
skills,Online:Arcane Nova,Online Skill Summary,target,Area
skills,Online:Arcane Nova,Online Skill Summary,cost,12 seconds
skills,Online:Arcane Nova,ESO Patch Note,1,3.0.5
skills,Online:Arcane Nova,ESO Patch Note,2,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Arcane Nova,ESO Companion Skills With,1,Magic Damage
skills,Online:Arcane Nova,ESO Companion Skills With,2,Area of Effect
skills,Online:Arcane Nova,ESO Companion Skills With,3,Apply Status Effect
skills,Online:Arcanist's Domain,Online Skill Summary,id,40183555
skills,Online:Arcanist's Domain,Online Skill Summary,line,Curative Runeforms
skills,Online:Arcanist's Domain,Online Skill Summary,icon,Curative Runeforms-Arcanist's Domain
skills,Online:Arcanist's Domain,Online Skill Summary,desc,"Duration: [17 / 18 / 19 / 20] seconds. Draw forth your tome and invoke the vigoratum of Hermaeus Mora to conjure a vortex of eldritch power. Entering this vortex grants you and your allies Minor Courage, Minor Fortitude, Minor Intellect, and Minor Endurance, increasing your Weapon Damage and Spell Damage by 215 and your Health, Magicka, and Stamina Recovery by 15%."
skills,Online:Arcanist's Domain,Online Skill Summary,desc1,"Draw forth your tome and invoke the enigmatum of Morian Zenas to conjure a vortex of eldritch power. Entering this vortex grants you and your allies Minor Courage, Minor Fortitude, Minor Intellect, and Minor Endurance, increasing your Weapon Damage and Spell Damage by 215 and your Health, Magicka, and Stamina Recovery by 15%. These effects cling to you and your allies for up to [7 / 8 / 9 / 10] seconds after leaving the vortex."
skills,Online:Arcanist's Domain,Online Skill Summary,desc2,"Draw forth your tome and invoke the leviathanum of the Abyssal Sea to conjure a vortex of eldritch power. Entering this vortex grants you and your allies Minor Courage, Minor Fortitude, Minor Intellect, and Minor Endurance, increasing your Weapon Damage and Spell Damage by 215 and your Health, Magicka, and Stamina Recovery by 15%. The vortex also heals you and your allies for [12287 / 12419 / 12551 / 12683] Health over 20 seconds."
skills,Online:Arcanist's Domain,Online Skill Summary,linerank,30
skills,Online:Arcanist's Domain,Online Skill Summary,cost,3780 Magicka
skills,Online:Arcanist's Domain,Online Skill Summary,attrib,Magicka
skills,Online:Arcanist's Domain,Online Skill Summary,casttime,Instant
skills,Online:Arcanist's Domain,Online Skill Summary,duration,20 seconds
skills,Online:Arcanist's Domain,Online Skill Summary,target,Area
skills,Online:Arcanist's Domain,Online Skill Summary,morph1name,Zenas' Empowering Disc
skills,Online:Arcanist's Domain,Online Skill Summary,morph1id,40186229
skills,Online:Arcanist's Domain,Online Skill Summary,morph1icon,Curative Runeforms-Zenas' Empowering Disc
skills,Online:Arcanist's Domain,Online Skill Summary,morph1desc,The effects remain on you and your allies for a short duration after leaving the area.
skills,Online:Arcanist's Domain,Online Skill Summary,morph2name,Reconstructive Domain
skills,Online:Arcanist's Domain,Online Skill Summary,morph2id,40186234
skills,Online:Arcanist's Domain,Online Skill Summary,morph2icon,Curative Runeforms-Reconstructive Domain
skills,Online:Arcanist's Domain,Online Skill Summary,morph2desc,Heals you and your allies in the area over time.
skills,Online:Arcanist's Domain,Online Skill Summary,image,ON-skill-Arcanist's Domain.jpg
skills,Online:Arcanist's Domain,Online Skill Summary,imgdesc,Arcanist's Domain and Zenas' Empowering Disc morph visual
skills,Online:Arcanist's Domain,Online Skill Summary,area,8 meters
skills,Online:Arcanist's Domain,ESO Patch Note,1,9.3.5
skills,Online:Arcanist's Domain,ESO Patch Note,2,* Zenas’ Empowering Disc (morph): Fixed an issue where the buffs granted by this ability would be removed from allies if the caster of the ability died.
skills,Online:Arcanist's Domain,ESO Patch Note,1,10.0.5
skills,Online:Arcanist's Domain,ESO Patch Note,2,* Arcanist Domain: Fixed an issue where this ability and its morphs could not be dispelled.
skills,Online:Arcanist's Domain,ESO Patch Note,1,11.0.5
skills,Online:Arcanist's Domain,ESO Patch Note,2,"* This ability and its morphs' Minor Buff effects now properly adhere to the standard 6 target cap. ** Reconstructive Domain: The healing from this morph will now sort and apply the heal to the lowest Health targets in the area, rather than having no sort and simply applying to the first 6 targets that entered the area."
skills,Online:Arcanist's Domain,ESO Skills With,1,Magicka Cost
skills,Online:Arcanist's Domain,ESO Skills With,2,Area of Effect
skills,Online:Arcanist's Domain,ESO Skills With,3,Increase Spell Damage
skills,Online:Arcanist's Domain,ESO Skills With,4,Increase Weapon Damage
skills,Online:Arcanist's Domain,ESO Skills With,5,Health Recovery
skills,Online:Arcanist's Domain,ESO Skills With,6,Magicka Recovery
skills,Online:Arcanist's Domain,ESO Skills With,7,Stamina Recovery
skills,Online:Arcanist's Domain,ESO Skills With,8,Heal Self
skills,Online:Arcanist's Domain,ESO Skills With,9,Heal Others
skills,Online:Arctic Wind,Mod Header,1,Crown Store
skills,Online:Arctic Wind,Online Skill Summary,id,86151
skills,Online:Arctic Wind,Online Skill Summary,line,Winter's Embrace
skills,Online:Arctic Wind,Online Skill Summary,icon,Winter's Embrace-Arctic Wind
skills,Online:Arctic Wind,Online Skill Summary,desc,"Envelop yourself in winter winds, instantly healing for [4800 / 4852 / 4905 / 4958] Health and an additional [960 / 970 / 981 / 991] Health every 2 seconds over 10 seconds. This ability scales off your Max Health."
skills,Online:Arctic Wind,Online Skill Summary,desc1,"Area: 12 meters, Target: Area. Envelop yourself in winter winds, instantly healing for 4958 Health and healing for an additional [1322 / 1336 / 1351 / 1365] Health every 2 seconds over 10 seconds. You also heal a nearby ally for 3305 Health. This ability scales off your Max Health."
skills,Online:Arctic Wind,Online Skill Summary,desc2,"Cost: 3780 Magicka, Duration: 18 seconds, Area: 6 meters, Target: Area. Envelop yourself in winter winds, instantly dealing [4764 / 4816 / 4868 / 4921] Frost Damage to nearby enemies. If no enemies are hit, you heal for 6351 Health. The winds persist for 20 seconds and chill your foes to the bone, dealing [793 / 801 / 810 / 819] Frost Damage every 2 seconds, after 2 seconds. The damage has a higher chance to apply the Chilled status effect. Stuns enemies after the delay for 3 seconds."
skills,Online:Arctic Wind,Online Skill Summary,linerank,20
skills,Online:Arctic Wind,Online Skill Summary,cost,4320 Magicka
skills,Online:Arctic Wind,Online Skill Summary,attrib,Magicka
skills,Online:Arctic Wind,Online Skill Summary,casttime,Instant
skills,Online:Arctic Wind,Online Skill Summary,duration,10 seconds
skills,Online:Arctic Wind,Online Skill Summary,target,Self
skills,Online:Arctic Wind,Online Skill Summary,morph1name,Polar Wind
skills,Online:Arctic Wind,Online Skill Summary,morph1id,86155
skills,Online:Arctic Wind,Online Skill Summary,morph1icon,Winter's Embrace-Polar Wind
skills,Online:Arctic Wind,Online Skill Summary,morph1desc,Increases the healing over time and now heals a nearby ally for a portion of the initial heal.
skills,Online:Arctic Wind,Online Skill Summary,morph2name,Arctic Blast
skills,Online:Arctic Wind,Online Skill Summary,morph2id,86159
skills,Online:Arctic Wind,Online Skill Summary,morph2icon,Winter's Embrace-Arctic Blast
skills,Online:Arctic Wind,Online Skill Summary,morph2desc,Damages enemies instead of healing yourself but heals if no enemies are damaged. Stuns enemies after a delay. Reduces the cost.
skills,Online:Arctic Wind,Online Skill Summary,image,ON-skill-Arctic Wind.jpg
skills,Online:Arctic Wind,Online Skill Summary,imgdesc,Arctic Wind
skills,Online:Arctic Wind,ESO Health Link,1,Maximum
skills,Online:Arctic Wind,ESO Patch Note,1,4.0.5
skills,Online:Arctic Wind,ESO Patch Note,2,* Increased the initial heal done by this ability and its morphs to 12% of your Max Health from 10%.
skills,Online:Arctic Wind,ESO Patch Note,1,4.1.5
skills,Online:Arctic Wind,ESO Patch Note,2,* Increased the initial heal from this ability and its morphs to 15% of your Max Health from 12%.
skills,Online:Arctic Wind,ESO Patch Note,1,4.2.5
skills,Online:Arctic Wind,ESO Patch Note,2,* Arctic Blast: This morph now fires a projectile that stuns the target in addition to healing you. It requires an enemy target to cast the ability. This ability also no longer deals damage over time based on your maximum health.
skills,Online:Arctic Wind,ESO Patch Note,1,5.0.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* Increased the Heal over Time from this ability and its morphs to 3% of your Max Health, up from 2%. These abilities now properly rank up in healing with each rank, and their tooltips state the actual heal value. * Arctic Blast (morph): Increased the travel speed of the projectile so it's similar to Destructive Touch's speed. Also updated the tooltip to state it requires an enemy to cast. * Polar Wind (morph): Increased the radius to 12 meters from 8 meters for the allied heal."
skills,Online:Arctic Wind,ESO Patch Note,1,5.1.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* Updated the healing from this ability and its morphs to happen faster and be focused more on the initial heal, rather than the heal over time. * The initial heal now scales off 25% of your Max Health, up from 15%. * The Heal over Time remains at 3% of your Max Health per tick, but happens every 1 second for 5 seconds instead of every 2 seconds for 10 seconds."
skills,Online:Arctic Wind,ESO Patch Note,1,5.2.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* This ability and its morphs have regained the original function of Arctic Blast, and deal Frost Damage in a 6 meter area around the caster while the Heal over Time persists. This damage scales with your Max Magicka and Spell Damage, to prevent compounded power for tank builds. * Arctic Blast (morph): ** This morph no longer converts the ability into an awkward projectile stun. Instead, this ability has inherited Permafrost's old functionality, where enemies hit 3 times in rapid succession with the ability are stunned. This stun cannot be blocked."
skills,Online:Arctic Wind,ESO Patch Note,1,7.0.5
skills,Online:Arctic Wind,ESO Patch Note,2,* Reduced the base heal of this ability and its morphs by 20% and the Heal over Time from this ability and its morphs by approximately 17%.
skills,Online:Arctic Wind,ESO Patch Note,1,8.0.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* Arctic Blast (morph): ** This morph now requires enemies to be damaged 5 times in order to be stunned, up from 3. ** Reduced the duration of the stun to 3 seconds, down from 4. ** Increased the duration of the stack counter to 3 seconds, up from 1. **Developer Comment: Right now, this ability is offering too much offensive nature for the Warden, allowing them to line up their burst perfectly with Scorch to remove counter play. By increasing the stack count required, there should be less of a guarantee with this combination and require more reactive play from the caster, while the increased duration of tracking helps also reduce the ease of counter play by backing off for 1 second from the Warden to completely avoid the stun."
skills,Online:Arctic Wind,ESO Patch Note,1,8.1.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* This ability and the Polar Wind morph no longer deal damage over their duration. * The Healing over Time effects now tick once every 2 seconds over 10 seconds, rather than once every second over 5. * Increased the healing per tick to 6% of your Max Health, up from 2.5%. ** Polar Wind (morph): *** This morph now causes the initial heal and Heal over Time to target an additional ally, rather than only the initial heal. *** Increased the healing over time by 20%. ** Arctic Blast (morph): *** This morph now causes the initial heal to scale with your highest Offensive stats, rather than Max Health. *** This morph now causes the Heal over Time to be converted to Damage over Time. *** This morph no longer ranks up in cost reduction. *** This morph now stuns immediately upon cast, rather than requiring hitting the same target 5 times in succession. The stun is no longer unblockable. *** Increased the duration of this morph to 20 seconds, up from 10 seconds. *** Reduced the damage per tick by approximately 3%. *** Increased the chances of applying a status effect with this morph to 15%, up from 1% per tick. **Developer Comment: We're readjusting (again) the requirements and differentiations of these morphs to help improve their gameplay distinctions for different types of activities. The base ability and Polar Wind will now have their added functionality act closer to a Heal over Time ability, while Arctic Blast will be centered on allowing more offensive oriented Ice Wardens to gain access to extra damage and a long time requested on-demand stun ability."
skills,Online:Arctic Wind,ESO Patch Note,1,8.2.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* Arctic Blast (morph): Removed the target cap from the damage of this morph, as the damage is no longer tied to stunning enemies."
skills,Online:Arctic Wind,ESO Patch Note,1,9.0.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* Arctic Blast (morph): ** The stun from this morph now fires after a 2 second delay, rather than immediately. Recasting the ability before the delay completes will reset the delay timer. **Fixed an issue where the stun ignored line of sight rules."
skills,Online:Arctic Wind,ESO Patch Note,1,10.1.5
skills,Online:Arctic Wind,ESO Patch Note,2,"* Arctic Blast (morph): ** This morph now instantly deals damage equal to a normal area effect spammable attack, rather than healing you instantly. Instead, the healing happens if the ability failed to damage any enemies with the initial hit. The Damage over Time now only starts after the 2 second delay, rather than instantly. ** Reduced the Damage over Time by ~21% per tick, resulting in little to no changes in its total base damage dealt with the initial hit added. ** Reduced the healing from this ability by ~11%. ** Reduced the base chance to apply the Chilled Status effect to 10% per tick, down from 15%. The initial hit has a 25% chance to apply the Chilled status. ** Reduced the cost to 3780, down from 4320 *** Developer Comment: In this pass, we're tweaking how this ability functions to reduce some of its raw power to do damage, crowd control, and heal all at once. Now, the ability can be used to deal the same total damage over its duration, with more damage focused on an up-front hit - granting the Warden a class-based area effect spammable that it previously lacked. Additionally, we're changing the healing to be a conditional requirement rather than a guarantee, so the ability can act as a heal when you back away from the fight, rather than outright removing it.It is our hope that these changes still help the Warden class have access to powerful tools from their kit, without the overwhelming power they enabled in PvP situations."
skills,Online:Arctic Wind,ESO Skills With,1,Heal Self
skills,Online:Arctic Wind,ESO Skills With,2,Heal Others
skills,Online:Arctic Wind,ESO Skills With,3,Frost Damage
skills,Online:Arctic Wind,ESO Skills With,4,Damage Over Time
skills,Online:Arctic Wind,ESO Skills With,5,Area of Effect
skills,Online:Arctic Wind,ESO Skills With,6,Increase Debuff Chance
